application_id,farmer_id,subsidy_type,amount_requested,amount_approved,processing_official,processing_institution,application_date,processing_time_days,documents_submitted,inspection_conducted,is_fraudulent,farm_size_acres,years_farming,crop_type,region,income_declared,previous_subsidies_count,equipment_value,land_ownership_type,amount_ratio,amount_per_acre,subsidy_intensity
APP0007_00,F0007,equipment_purchase,12447.055282416773,6477.8144939360245,OFF031,INST018,2023-05-22,45.23014179406495,10,1,0,188.37173645764545,8.463290951454475,corn,North,64459.43163936777,1,93898.97377796864,owned,0.5204294788572887,66.07708521716282,0.19309905417805287
APP0007_01,F0007,conservation,1000.0,585.0518115595371,OFF027,INST018,2023-11-14,51.61632695603612,7,0,0,188.37173645764545,8.463290951454475,corn,North,64459.43163936777,1,93898.97377796864,owned,0.5850518115595371,5.308652023945458,0.015513633529918728
APP0008_00,F0008,conservation,20520.01151536163,19050.24340164553,OFF034,INST003,2023-11-30,42.739947493234794,9,1,1,126.5262807032524,20.27396534745924,wheat,South,84784.17793102466,2,106234.49210442013,owned,0.9283739137955255,162.17983648383776,0.24202642540280908
APP0008_01,F0008,conservation,18939.86787795698,12927.486391248969,OFF028,INST004,2022-07-14,22.939902825267296,3,1,0,126.5262807032524,20.27396534745924,wheat,South,84784.17793102466,2,106234.49210442013,owned,0.6825542012515582,149.69117698462563,0.22338917873763336
APP0008_02,F0008,disaster_relief,24029.201830828668,9738.92031746304,OFF015,INST008,2023-11-29,1.0,11,0,0,126.5262807032524,20.27396534745924,wheat,South,84784.17793102466,2,106234.49210442013,owned,0.40529520647532824,189.91470939689916,0.28341610919878696
APP0008_03,F0008,equipment_purchase,6694.8857199085,4004.7514374953844,OFF015,INST009,2023-11-17,19.39333378060186,11,1,0,126.5262807032524,20.27396534745924,wheat,South,84784.17793102466,2,106234.49210442013,owned,0.5981807016640335,52.91300497175213,0.07896385721113033
APP0008_04,F0008,disaster_relief,4656.271900771775,2120.808592147619,OFF001,INST019,2023-09-23,14.741319460697378,11,1,0,126.5262807032524,20.27396534745924,wheat,South,84784.17793102466,2,106234.49210442013,owned,0.4554735284672907,36.800828056365084,0.05491911361763559
APP0009_00,F0009,conservation,19192.458819569027,16278.183443955668,OFF037,INST010,2022-03-09,51.15398761452388,5,1,0,177.12800217929822,22.500561101012465,wheat,North,28771.794959617644,1,87361.28785337253,leased,0.8481551841266997,108.35361198361745,0.6670580979221632
APP0010_00,F0010,equipment_purchase,27795.028240252672,16618.150483182468,OFF037,INST019,2023-09-19,38.51795077115543,5,1,0,126.82911535937689,2.139521085048207,rice,West,29846.363489691044,3,38727.00323538449,mixed,0.5978821226422111,219.153371538499,0.9312701780186083
APP0010_01,F0010,crop_insurance,27851.234731813263,26551.10371306255,OFF030,INST002,2023-11-06,19.063306511697398,10,1,1,126.82911535937689,2.139521085048207,rice,West,29846.363489691044,3,38727.00323538449,mixed,0.9533187296265314,219.5965386409528,0.933153371982255
APP0011_00,F0011,crop_insurance,28824.24957629913,9410.41823268174,OFF033,INST017,2022-08-05,54.20878649656342,3,0,0,126.71351232148716,8.898201771470287,wheat,Central,49976.576476175724,1,74447.21510984236,owned,0.32647574077416747,227.47573678779105,0.576755184301988
APP0011_01,F0011,conservation,16111.940054831457,8522.665301734149,OFF040,INST010,2022-03-28,18.697700638501395,5,1,0,126.71351232148716,8.898201771470287,wheat,Central,49976.576476175724,1,74447.21510984236,owned,0.5289658025495492,127.15250141558353,0.3223898312144723
APP0012_00,F0012,equipment_purchase,24017.954739939654,9493.698810280992,OFF014,INST010,2022-04-04,35.30713182657611,10,1,0,162.0981135783017,8.846861201701614,wheat,West,30728.439322290575,3,135758.2669003554,owned,0.39527507288094943,148.169242749008,0.781619739552373
APP0012_01,F0012,land_improvement,2838.802218044102,1521.000360391296,OFF043,INST007,2023-01-19,17.234975878389076,9,1,0,162.0981135783017,8.846861201701614,wheat,West,30728.439322290575,3,135758.2669003554,owned,0.5357894786482327,17.512864001793673,0.09238354698947629
APP0013_00,F0013,conservation,4487.673344645878,3487.0295997905373,OFF004,INST017,2022-04-14,18.39203495592963,11,1,0,54.33598776711011,7.480775191129083,corn,South,10000.0,3,87949.59589439824,owned,0.7770239346744829,82.59117997229625,0.44876733446458783
APP0013_01,F0013,equipment_purchase,24578.818143518853,21043.120756488275,OFF024,INST001,2023-01-28,32.97040159283098,3,1,0,54.33598776711011,7.480775191129083,corn,South,10000.0,3,87949.59589439824,owned,0.8561486005394894,452.34878675374983,2.4578818143518855
APP0013_02,F0013,equipment_purchase,23753.946350742925,20184.896801879302,OFF040,INST003,2023-02-28,47.980702791975716,5,0,0,54.33598776711011,7.480775191129083,corn,South,10000.0,3,87949.59589439824,owned,0.8497491955162222,437.16783897542996,2.3753946350742923
APP0013_03,F0013,organic_certification,27501.348041845464,10211.881831108574,OFF044,INST014,2022-06-24,37.17335910243935,10,0,0,54.33598776711011,7.480775191129083,corn,South,10000.0,3,87949.59589439824,owned,0.3713229553536937,506.13505288095985,2.7501348041845466
APP0013_04,F0013,crop_insurance,14638.814598715417,7040.046709810299,OFF005,INST000,2022-08-02,28.138286098288074,5,1,0,54.33598776711011,7.480775191129083,corn,South,10000.0,3,87949.59589439824,owned,0.4809164473213614,269.41287349848045,1.4638814598715417
APP0014_00,F0014,conservation,22144.447413688293,15417.527181127867,OFF049,INST001,2023-11-24,26.420744572340922,4,0,0,63.75410837434836,21.63579873545399,rice,West,45455.19870450219,1,66488.19106905864,leased,0.6962254190907347,347.3414965457845,0.4871708417258543
APP0015_00,F0015,land_improvement,23141.66611946401,9768.635093600442,OFF021,INST006,2022-11-18,24.852599001886333,7,1,0,121.88562353795136,13.449390889817572,wheat,East,67150.87814313381,2,97687.37734881956,leased,0.42212324052952394,189.86378744051322,0.3446219432921928
APP0016_00,F0016,conservation,21908.71484736079,7248.610807708525,OFF032,INST006,2022-02-04,20.22075331716683,8,0,0,99.35844398327882,12.883881269515115,soybean,Central,49590.65228922696,3,77435.56216858962,owned,0.3308551349638713,220.50179098062202,0.4417912214500196
APP0016_01,F0016,conservation,26472.603182964092,23089.66404031647,OFF045,INST008,2023-08-04,48.327755730620055,3,1,0,99.35844398327882,12.883881269515115,soybean,Central,49590.65228922696,3,77435.56216858962,owned,0.8722098042543605,266.43536393765595,0.5338224435639252
APP0017_00,F0017,conservation,5365.528539683921,2670.420476282572,OFF021,INST000,2022-03-30,36.34619940486529,8,1,0,165.7123666297637,1.0,wheat,East,62480.905182996044,6,83398.90458902174,owned,0.49769942635323017,32.37856442948305,0.08587469281965733
APP0017_01,F0017,disaster_relief,15516.713281728467,8564.432809019607,OFF021,INST003,2023-06-16,32.06652441083172,10,1,0,165.7123666297637,1.0,wheat,East,62480.905182996044,6,83398.90458902174,owned,0.5519488988112295,93.63642314273424,0.24834328562114502
APP0017_02,F0017,equipment_purchase,1000.0,463.483171622517,OFF009,INST012,2022-01-15,34.36193710844635,11,1,0,165.7123666297637,1.0,wheat,East,62480.905182996044,6,83398.90458902174,owned,0.46348317162251695,6.034552642858638,0.016004889767060326
APP0017_03,F0017,organic_certification,1000.0,495.1206542164975,OFF025,INST003,2022-07-24,19.330501551754512,6,1,0,165.7123666297637,1.0,wheat,East,62480.905182996044,6,83398.90458902174,owned,0.4951206542164975,6.034552642858638,0.016004889767060326
APP0018_00,F0018,equipment_purchase,15874.817936873143,13944.905907491744,OFF010,INST005,2022-12-18,23.112157803668573,7,1,0,104.59879622393944,20.08334424167381,wheat,East,59620.12407908504,3,46816.02712743474,leased,0.8784293440683368,151.7686484927241,0.266266100282104
APP0018_01,F0018,disaster_relief,9341.400291134469,3877.337239969303,OFF004,INST002,2023-03-10,29.380592080432887,8,1,0,104.59879622393944,20.08334424167381,wheat,East,59620.12407908504,3,46816.02712743474,leased,0.41507023777250196,89.30695790356056,0.1566820001706683
APP0018_02,F0018,conservation,26381.90774042656,15748.922095997877,OFF009,INST011,2023-10-04,45.6158970741496,10,1,0,104.59879622393944,20.08334424167381,wheat,East,59620.12407908504,3,46816.02712743474,leased,0.5969591832005716,252.21999385102438,0.44250004755829464
APP0019_00,F0019,disaster_relief,25536.469423738916,17438.440576856785,OFF003,INST001,2023-08-22,27.273986327195715,5,0,0,79.38481493323543,5.0859328411722196,wheat,South,29460.287492160638,5,50216.19574413039,leased,0.6828837725173498,321.67952328434234,0.8668099193035422
APP0019_01,F0019,crop_insurance,9487.018276299026,4123.321093565397,OFF048,INST007,2023-08-17,20.525850088101237,7,1,0,79.38481493323543,5.0859328411722196,wheat,South,29460.287492160638,5,50216.19574413039,leased,0.4346277168946219,119.5067127671437,0.32202734881061545
APP0019_02,F0019,land_improvement,19884.375493045503,14503.258464185776,OFF020,INST007,2022-02-05,30.693735930982523,11,0,0,79.38481493323543,5.0859328411722196,wheat,South,29460.287492160638,5,50216.19574413039,leased,0.7293796312214202,250.4808446019399,0.6749552426579924
APP0019_03,F0019,land_improvement,12594.09072373308,8935.32314108457,OFF003,INST009,2023-10-28,25.896396847334646,10,1,0,79.38481493323543,5.0859328411722196,wheat,South,29460.287492160638,5,50216.19574413039,leased,0.709485371917029,158.64609288722303,0.42749381611039466
APP0020_00,F0020,land_improvement,19735.295249956707,17225.93362266781,OFF001,INST001,2023-01-05,29.71270364397988,7,1,0,223.28243844607772,15.479461042130627,rice,North,51360.430887581104,1,111847.71010740173,owned,0.8728490455548465,88.38713598482464,0.3842509673089343
APP0021_00,F0021,land_improvement,1000.0,576.2194264214947,OFF044,INST015,2022-04-28,38.48492565847762,7,1,0,138.7111849756732,17.219015503665535,wheat,East,19496.787019219802,2,42969.27646312037,leased,0.5762194264214947,7.209223972640543,0.05129050232811215
APP0021_01,F0021,land_improvement,15496.466117643171,8225.810883701326,OFF032,INST018,2023-11-02,39.723698150511126,10,1,0,138.7111849756732,17.219015503665535,wheat,East,19496.787019219802,2,42969.27646312037,leased,0.5308184989567398,111.71749502652507,0.7948215314844881
APP0021_02,F0021,disaster_relief,22922.392981216028,11842.92109465772,OFF038,INST010,2022-09-12,33.73550079816797,10,0,0,138.7111849756732,17.219015503665535,wheat,East,19496.787019219802,2,42969.27646312037,leased,0.5166529124756963,165.25266499046992,1.1757010505689622
APP0022_00,F0022,disaster_relief,19939.718564057177,10340.562987052404,OFF002,INST009,2022-09-15,47.6439051348447,11,0,0,153.3764102343962,25.88526876670921,wheat,West,39761.78677029592,3,76328.71300974103,leased,0.5185912205246486,130.00511965030654,0.5014794400274075
APP0022_01,F0022,organic_certification,17150.717788467584,5532.586906212478,OFF010,INST018,2022-12-09,26.090653032926454,3,1,0,153.3764102343962,25.88526876670921,wheat,West,39761.78677029592,3,76328.71300974103,leased,0.3225863182200268,111.82109271078353,0.431336697406165
APP0022_02,F0022,crop_insurance,8455.981997441471,3735.2803366429225,OFF002,INST013,2023-01-23,46.40677895291165,3,1,0,153.3764102343962,25.88526876670921,wheat,West,39761.78677029592,3,76328.71300974103,leased,0.44173229528789293,55.13222003643643,0.21266604658114913
APP0022_03,F0022,conservation,13857.415616324672,5155.300770997829,OFF006,INST013,2023-08-29,33.88509238884976,10,1,0,153.3764102343962,25.88526876670921,wheat,West,39761.78677029592,3,76328.71300974103,leased,0.37202469159723034,90.34906733797716,0.34851088801363594
APP0022_04,F0022,organic_certification,5957.378407579998,4934.877840793776,OFF025,INST005,2023-03-14,47.52542233937227,5,1,0,153.3764102343962,25.88526876670921,wheat,West,39761.78677029592,3,76328.71300974103,leased,0.828364005636234,38.84155587209066,0.14982672790827556
APP0023_00,F0023,disaster_relief,7851.5081188299355,2620.281376462443,OFF018,INST007,2023-01-09,16.896936756242745,6,1,0,78.76259068932715,4.529436807047103,corn,North,51009.063689038645,3,105960.79726090567,owned,0.3337296907556313,99.68575246336921,0.15392378434339207
APP0023_01,F0023,organic_certification,2476.2147014867314,1285.4543554457382,OFF005,INST004,2023-07-24,42.976981367399745,10,1,0,78.76259068932715,4.529436807047103,corn,North,51009.063689038645,3,105960.79726090567,owned,0.519120718681601,31.438969691258198,0.0485446021236976
APP0023_02,F0023,land_improvement,14747.40909874533,12445.094069017205,OFF037,INST004,2023-04-11,18.18235199117746,8,1,1,78.76259068932715,4.529436807047103,corn,North,51009.063689038645,3,105960.79726090567,owned,0.8438834228906013,187.23875090543078,0.2891135032128497
APP0024_00,F0024,land_improvement,12294.506264140251,8450.7011247513,OFF041,INST019,2022-08-27,21.359622442849982,4,1,0,122.78086377374086,1.0,rice,West,49976.94667423855,1,122390.78045367217,owned,0.6873558761281622,100.13373327293432,0.24600354928200646
APP0025_00,F0025,land_improvement,22631.87047845032,11220.969788341677,OFF049,INST007,2022-02-24,27.341989039749834,11,1,0,155.5461294854933,16.47079635802956,wheat,West,24181.30246378858,3,65561.6716372292,owned,0.49580390622269127,145.4994126392649,0.9359243784465899
APP0025_01,F0025,conservation,26577.166622962137,8237.818319133637,OFF016,INST002,2023-09-18,37.70652501602657,4,1,0,155.5461294854933,16.47079635802956,wheat,West,24181.30246378858,3,65561.6716372292,owned,0.30995848564294765,170.86356768164265,1.099079202320113
APP0025_02,F0025,equipment_purchase,25761.067054781997,21544.031286921127,OFF004,INST008,2023-11-17,34.29046790351812,7,1,0,155.5461294854933,16.47079635802956,wheat,West,24181.30246378858,3,65561.6716372292,owned,0.8363019761994654,165.61689538655187,1.0653300041781915
APP0025_03,F0025,land_improvement,18938.58451129873,12913.57603360747,OFF024,INST017,2023-06-10,66.09788802873314,6,1,0,155.5461294854933,16.47079635802956,wheat,West,24181.30246378858,3,65561.6716372292,owned,0.6818659560276668,121.75542119847475,0.783191250333153
APP0025_04,F0025,land_improvement,18561.02046002617,5583.6673002453035,OFF007,INST006,2022-12-17,22.54645857117268,11,1,0,155.5461294854933,16.47079635802956,wheat,West,24181.30246378858,3,65561.6716372292,owned,0.30082760332442576,119.32807663823758,0.7675773663482865
APP0026_00,F0026,conservation,22167.476842946584,15690.259314499255,OFF008,INST009,2022-12-04,58.656357605608875,9,1,0,92.45032112888487,29.40408945208683,corn,North,28220.090275888942,3,102766.98364626564,leased,0.7078053774754117,239.77717516029972,0.7855211172689384
APP0026_01,F0026,land_improvement,18105.344267471537,7782.134790437631,OFF037,INST018,2022-05-29,60.75594976667264,4,1,0,92.45032112888487,29.40408945208683,corn,North,28220.090275888942,3,102766.98364626564,leased,0.42982528669279085,195.83863037350514,0.6415764120691216
APP0027_00,F0027,equipment_purchase,7516.821920141652,6601.059847295404,OFF024,INST006,2022-01-31,42.608515466875076,5,1,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.8781716418753485,44.53491917399306,0.13466375221384042
APP0027_01,F0027,equipment_purchase,13784.336835537346,7814.530339799568,OFF014,INST019,2023-08-26,35.08162235849413,8,1,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.5669137683615622,81.66806841503337,0.24694618813291425
APP0027_02,F0027,organic_certification,11572.572521955386,5021.485826831245,OFF003,INST015,2023-03-10,10.753718454353361,7,0,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.43391266870909856,68.56402710824682,0.2073224635530451
APP0027_03,F0027,equipment_purchase,17481.665089961305,5561.779732152463,OFF046,INST008,2022-01-07,28.14276986106595,5,0,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.3181493126387753,103.57363126058617,0.3131837684822431
APP0027_04,F0027,land_improvement,33063.261590415874,11084.020353173133,OFF017,INST007,2022-08-29,63.71035363274391,11,1,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.33523674979440277,195.88992505093321,0.5923278366170533
APP0027_05,F0027,land_improvement,14142.36230321481,4721.543705772142,OFF019,INST001,2022-11-28,36.474127843148956,7,1,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.3338582059023372,83.78926211027346,0.2533602090286831
APP0027_06,F0027,land_improvement,1000.0,318.89378393781504,OFF038,INST000,2022-04-05,40.537545285950365,4,1,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.31889378393781503,5.924700577867862,0.017914985035497915
APP0027_07,F0027,crop_insurance,11872.004467810892,7468.5419022654405,OFF028,INST001,2023-11-23,23.57771620368128,9,0,0,168.7849009172836,24.911570823515497,wheat,North,55819.19259315791,1,76384.25755787254,leased,0.6290885353450835,70.33807173088903,0.21268678238219652
APP0028_00,F0028,land_improvement,10984.6919748907,8875.26156017568,OFF031,INST007,2023-05-15,19.786232890179516,11,0,0,119.96806550405975,16.677275322197005,corn,West,66547.86870606602,3,14596.40289018915,mixed,0.8079663572235936,91.56346673372819,0.1650645195477074
APP0028_01,F0028,crop_insurance,1000.0,507.6322063108456,OFF013,INST017,2022-09-01,41.10175982521681,10,0,0,119.96806550405975,16.677275322197005,corn,West,66547.86870606602,3,14596.40289018915,mixed,0.5076322063108456,8.335551596988616,0.015026777257388671
APP0028_02,F0028,conservation,5423.559961388715,2761.913052409413,OFF014,INST004,2022-05-29,70.60031911463253,9,1,0,119.96806550405975,16.677275322197005,corn,West,66547.86870606602,3,14596.40289018915,mixed,0.5092435728694735,45.208363897517216,0.08149862748187972
APP0029_00,F0029,organic_certification,2253.364742568361,816.6921267962633,OFF005,INST011,2023-03-18,38.85997789680995,10,1,0,135.41531251033615,11.066910514943622,soybean,South,45860.650130202055,2,81382.27363507646,owned,0.3624322824299657,16.640398347833546,0.04913503703438304
APP0030_00,F0030,organic_certification,15446.645547371547,4644.97517052732,OFF049,INST008,2023-11-13,41.00501667868549,3,1,0,119.91466938853016,21.456980773098483,soybean,Central,44859.46641493558,4,77992.77518982685,leased,0.3007109314628978,128.81364411991632,0.3443341346170965
APP0030_01,F0030,equipment_purchase,14309.734784827051,12464.538866218896,OFF004,INST003,2023-05-10,26.902261893386004,5,1,0,119.91466938853016,21.456980773098483,soybean,Central,44859.46641493558,4,77992.77518982685,leased,0.8710531015176703,119.33264593727661,0.3189903030157921
APP0030_02,F0030,disaster_relief,12407.422529585745,7129.548616597385,OFF004,INST005,2022-12-07,6.88450396349306,10,0,0,119.91466938853016,21.456980773098483,soybean,Central,44859.46641493558,4,77992.77518982685,leased,0.5746196359152624,103.4687631868042,0.27658426461922425
APP0031_00,F0031,organic_certification,19722.07612298121,14642.33084573367,OFF045,INST015,2022-07-06,52.120364044182026,8,1,0,242.6139092254469,7.211630402364251,corn,Central,68625.52000005844,4,92753.6501726307,owned,0.7424335427177289,81.2899647260316,0.28738690975258785
APP0031_01,F0031,land_improvement,11289.621842800965,9267.942423691004,OFF039,INST009,2023-08-27,36.0754440666629,7,1,0,242.6139092254469,7.211630402364251,corn,Central,68625.52000005844,4,92753.6501726307,owned,0.8209258514359254,46.53328359797451,0.1645105471374403
APP0032_00,F0032,conservation,24023.778474334373,8821.029769280867,OFF026,INST009,2022-02-25,18.32682209411542,5,1,0,149.3251387631033,18.810862154849755,corn,South,34558.67771945472,3,60720.50816089085,owned,0.36717911708621315,160.88234488398413,0.6951590760895996
APP0032_01,F0032,organic_certification,24317.504759888296,11127.058341416077,OFF004,INST000,2023-03-10,34.09371172849884,3,1,0,149.3251387631033,18.810862154849755,corn,South,34558.67771945472,3,60720.50816089085,owned,0.45757401720632745,162.84936991397527,0.7036584257446522
APP0032_02,F0032,conservation,19777.93672601505,11890.260798404517,OFF012,INST003,2022-08-03,54.80085174690992,4,0,0,149.3251387631033,18.810862154849755,corn,South,34558.67771945472,3,60720.50816089085,owned,0.6011881301432509,132.44880861883368,0.5723001581996614
APP0033_00,F0033,land_improvement,8976.564403104745,4294.667324067402,OFF005,INST006,2023-11-13,36.838841984805725,8,0,0,97.11445355220499,19.043761273333015,wheat,North,84540.59132208234,4,63919.25231305462,leased,0.4784310713107562,92.43283646011857,0.10618052538698095
APP0033_01,F0033,land_improvement,5910.6061077959075,1962.0995324943033,OFF007,INST014,2022-11-28,27.06988505312111,10,1,0,97.11445355220499,19.043761273333015,wheat,North,84540.59132208234,4,63919.25231305462,leased,0.3319624919526196,60.86227015238873,0.06991441644023648
APP0033_02,F0033,land_improvement,26391.547046112064,22055.86178009849,OFF014,INST015,2023-02-04,36.72980357177413,11,1,0,97.11445355220499,19.043761273333015,wheat,North,84540.59132208234,4,63919.25231305462,leased,0.835716896078955,271.7571492272773,0.3121760403303269
APP0033_03,F0033,organic_certification,7954.555450400477,3578.7940621674215,OFF030,INST015,2022-03-16,39.36580341297217,4,1,0,97.11445355220499,19.043761273333015,wheat,North,84540.59132208234,4,63919.25231305462,leased,0.4499049738835179,81.90907902420945,0.09409155206988379
APP0033_04,F0033,land_improvement,13860.909373205077,4763.555176002013,OFF048,INST003,2022-02-09,24.65617535689912,4,1,0,97.11445355220499,19.043761273333015,wheat,North,84540.59132208234,4,63919.25231305462,leased,0.34366830110083385,142.72756388166243,0.163955670955717
APP0034_00,F0034,crop_insurance,8858.260373079456,4902.166998971587,OFF048,INST006,2022-04-30,28.156353997223484,5,1,0,191.12724560515946,23.48167925999104,corn,West,23094.545907005027,5,116032.08374315253,mixed,0.5534006444278194,46.34744954876454,0.3835650377690506
APP0034_01,F0034,land_improvement,14401.313874613616,11271.046938190117,OFF035,INST000,2022-08-23,16.28307012793167,8,0,0,191.12724560515946,23.48167925999104,corn,West,23094.545907005027,5,116032.08374315253,mixed,0.7826401838278465,75.34935078991613,0.6235807334166036
APP0035_00,F0035,organic_certification,24602.993538152907,9867.495758594117,OFF013,INST007,2023-11-13,21.681556352811135,4,1,0,88.95781750144889,37.07728031128862,wheat,Central,70969.92662977587,3,69915.60204510464,owned,0.401068908272978,276.569212568105,0.34666787337258664
APP0036_00,F0036,conservation,54546.7136614853,48403.589613509015,OFF047,INST015,2023-03-07,31.586729784758493,3,0,1,481.3295392507133,18.139327737430136,rice,West,60783.35688306115,2,22597.088832137008,mixed,0.8873786588482624,113.32509063623704,0.8973955447446857
APP0036_01,F0036,equipment_purchase,17768.536777017074,7308.463509893673,OFF009,INST014,2023-06-02,32.3132637883439,10,1,0,481.3295392507133,18.139327737430136,rice,West,60783.35688306115,2,22597.088832137008,mixed,0.411314876492638,36.915533596125,0.29232569058667335
