farmer_id,farm_size_acres,years_farming,crop_type,region,income_declared,previous_subsidies_count,equipment_value,land_ownership_type
F0139,88.45678417830223,3.25979787398048,wheat,Central,31389.62336043264,2,109359.58866243775,leased
F0140,161.37299673020647,16.318086729892133,corn,West,34504.75134346704,3,70925.7842482259,leased
F0141,646.0714131423642,15.407101614848145,rice,South,53953.14785361596,2,108725.39785765392,owned
F0142,69.62583827193862,16.386733314963266,corn,North,52089.8005523827,2,95184.47768531772,owned
F0143,159.2316929266152,16.951625583268,soybean,East,41947.86917682337,2,101636.21933862407,mixed
F0144,162.99413971242117,13.214381962921559,corn,South,39915.81250836294,1,60986.53712631222,owned
F0145,189.09114358886552,26.91890750881666,soybean,North,44984.0192255011,3,99953.24165773104,owned
F0146,88.1524644560959,2.1927681721878756,wheat,North,34388.13013854734,4,75417.49415976729,leased
F0147,83.97716934578618,8.372023801758033,wheat,North,71780.24503555085,1,81436.04981495567,owned
F0148,176.09707828084487,14.17396191880762,wheat,South,18616.126019830685,2,84954.24770130114,owned
F0149,164.8492336616593,1.854489510766662,corn,East,45182.428108533495,3,143395.5540800253,mixed
F0150,162.52464251729384,13.593164764543431,wheat,East,20811.898532429022,2,52554.32973922253,owned
F0151,501.9672314245464,28.291761325824147,corn,North,68720.03494557043,4,115679.49210703178,owned
F0152,115.99876392107547,15.167091906367695,corn,South,45153.793320260505,0,122911.17602067522,owned
F0153,161.6126848580502,16.845607245749466,wheat,North,28866.628142377747,4,104767.66750336702,leased
F0154,164.65362366493406,4.918681878619358,soybean,Central,63700.95252523371,2,63936.47332610908,leased
F0155,114.2824290986816,10.06910873568418,rice,East,10000.0,7,130895.16745720504,owned
F0156,243.28872555723783,11.998428957408503,wheat,West,55617.68050277976,4,70039.58322383552,leased
F0157,173.69164604558938,12.458279225950127,soybean,North,73025.78377075495,2,100613.55999070092,owned
F0158,90.43482513986757,25.253150360030148,soybean,Central,53590.871157255584,2,83627.43288339613,owned
F0159,182.82768043169148,19.461528485800997,corn,East,39869.79106431834,6,68925.50197222245,leased
F0160,303.7977494659018,6.108336344503744,soybean,South,25156.360763812554,2,96400.52191169912,owned
F0161,189.3542301871226,16.97203822745604,corn,East,71650.29270845016,8,136382.3242196458,mixed
F0162,207.9297789503702,18.98577398797428,corn,South,68548.43715284602,3,87690.36064641694,leased
F0163,108.96588408241448,24.12119230817013,wheat,South,37092.763382179575,2,139353.10760408375,owned
F0164,198.16880646221608,27.64432549254699,soybean,North,37627.24972780944,2,74501.54970491775,leased
F0165,170.63904634682493,6.879246465377051,soybean,North,73735.34200453301,4,82322.44867206042,owned
F0166,191.1030079997245,8.513139910317294,wheat,East,60632.26293577089,4,37606.303399294105,leased
F0167,244.8396491326974,4.93937712868307,corn,Central,14268.313205785082,6,63264.852646049054,owned
F0168,137.73059419985648,13.12784112714415,cotton,East,46085.95190594016,4,73448.89759490847,owned
F0169,112.31319178212553,18.730866995570675,corn,West,45348.8710444434,4,70128.68444426372,leased
F0170,105.52427851872383,22.898676132712815,corn,South,54952.689452592094,5,51192.737947875015,leased
F0171,109.2094857517281,14.392391810859818,cotton,South,50120.92031870611,3,57144.647090655744,owned
F0172,146.1449145292948,12.441219813961249,soybean,North,39745.77676455563,2,71402.29623289336,owned
F0173,501.1727962224966,16.214063937989923,soybean,Central,53567.193047197565,3,115596.15669344409,owned
F0174,163.83453996650096,8.318856786959817,rice,North,41044.44674306561,2,35132.582714400174,owned
F0175,191.35916245180118,31.716309773558187,rice,West,118283.74051960117,2,17534.628108989156,owned
F0176,1355.8508513450581,2.1387117830555304,corn,East,52454.55802027073,8,27175.174011244933,leased
F0177,222.67670385786585,16.477924631165795,corn,East,49706.01061741996,2,54578.0162239427,owned
F0178,136.7671583381022,31.188849753837115,corn,Central,86856.15116623126,4,99109.1023479225,mixed
F0179,286.00845832948096,15.054398756479982,cotton,North,22713.132131113933,8,69310.7526493302,owned
F0180,181.28336738825033,13.479687719988044,soybean,North,47800.54251833037,5,68901.23911880549,leased
F0181,107.14212217918588,12.140436617516583,wheat,West,31007.938259914532,7,68227.70122148296,owned
F0182,96.45537509694438,13.556866545900737,rice,East,62700.20113020178,3,23665.073717983338,leased
F0183,174.12362076215928,25.982787797412243,corn,North,40113.01035643734,1,105842.73717573668,owned
F0184,138.82686073370746,1.0,wheat,Central,61601.87470399495,2,119315.71529801053,leased
F0185,557.1000741138138,27.267469610370604,corn,East,60161.019968690845,2,69935.85617483486,owned
F0186,173.66188122867723,3.6083427803988393,corn,West,65607.44523980148,2,82563.83638260154,owned
F0187,439.0756631014691,12.866781366124682,rice,Central,60490.37585043913,6,83561.627577122,owned
F0188,107.66031409657975,11.566044637610705,wheat,South,45519.21212289967,2,47965.32592915435,owned
F0189,74.25763876570677,19.708426158165757,rice,West,22046.945864620266,5,66755.33412595949,leased
F0190,127.67425239664894,2.2150051849300194,soybean,Central,70181.69882026527,2,133572.70747160172,owned
F0191,192.81993971617362,18.697381328655542,wheat,North,78180.54849330314,4,79880.317115562,leased
F0192,160.7046872065102,31.19447698629482,cotton,South,31242.633774167916,5,105531.8563381209,owned
F0193,87.71306106440059,4.094607963257516,corn,West,64717.54723225375,1,59190.764997363665,owned
F0194,158.6590462925591,16.517649340883164,wheat,North,26592.74504828827,4,67101.24062615332,leased
F0195,169.26586898644183,9.704142577627128,corn,South,54068.64349523795,1,99388.75711075107,leased
F0196,105.80712818994334,18.407097649544287,rice,East,58188.40972416662,5,54811.99139756629,owned
F0197,157.6862552972764,15.153182219326016,corn,North,41475.60452390651,6,128599.48592684837,leased
F0198,152.9104359223,9.868104727645523,wheat,Central,51901.428737861526,4,31512.015626987217,leased
F0199,92.85148510846884,18.902978278968593,wheat,West,66964.0634299443,3,61005.10785155586,leased
F0200,167.88936801741417,29.434784878293947,wheat,South,47811.66989497979,1,35603.69910871093,owned
F0201,178.03922631841172,13.47276966618161,rice,North,36497.249908796046,1,119730.89739548971,leased
F0202,204.15256215876386,20.758063537185457,corn,East,25524.415744553226,1,78911.7954110269,owned
F0203,202.69010260174514,4.65381633703069,wheat,West,42184.7126749118,3,71408.3196430167,leased
F0204,81.11653160214544,7.34850898545593,wheat,West,26505.56837581822,2,91928.10423636189,owned
F0205,103.10874800424386,18.779250223043018,corn,North,42452.3195672112,0,121970.44342151095,leased
F0206,175.751763360433,26.87292822828772,cotton,East,40695.15073140823,1,86482.06262161362,leased
F0207,175.68929754561043,17.84490679028528,corn,South,66082.09939925041,6,114279.52057887375,owned
F0208,175.7523843153024,12.495535755814766,cotton,North,51469.500324206216,4,71190.88721320179,owned
F0209,342.63657453273606,14.994331243386833,corn,South,100945.19379434382,2,51159.81248578208,leased
F0210,178.54452553465836,4.99673812824226,wheat,West,10000.0,4,86966.42041641056,owned
F0211,206.77828200902994,19.836122610842935,rice,South,56267.4286343756,5,59079.23984024126,owned
F0212,197.70008817466012,22.058664498587273,corn,East,40968.87429000977,0,100662.426844506,owned
F0213,182.5695625652899,11.383277337335358,soybean,Central,30879.187590311078,0,67720.15089182917,leased
F0214,134.23653776798272,11.239662817923989,cotton,East,49404.61010847659,4,77463.72276650037,leased
F0215,187.94846102466337,17.127025837216387,wheat,South,47907.66135278079,3,12788.019397089185,leased
F0216,111.35873927312142,11.506242111675236,wheat,North,71556.25634692064,4,76258.36257395794,owned
F0217,138.15906966299957,14.47093908299342,soybean,West,51825.16893606005,1,72722.44447994701,owned
F0218,125.73182260854483,31.797774313332123,wheat,Central,36143.96824562463,3,114888.9142337318,owned
F0219,462.2811209079483,13.023794394032027,wheat,North,56684.211274006404,4,106103.21651335401,mixed
F0220,265.73292833367543,12.133278783830223,wheat,North,45406.96872576965,2,80726.5510105735,owned
F0221,56.636740370412596,9.819665554918727,wheat,East,27490.429097585864,5,31086.855392997953,owned
F0222,184.31300951872566,20.953535771999494,rice,South,45029.092609744475,2,66793.02941849959,leased
F0223,69.36420644051742,13.550206614255176,wheat,East,54618.84154813377,4,114920.7226540657,leased
F0224,126.40340671052833,9.805015693428592,corn,South,51445.648604642935,2,74046.5194311583,owned
F0225,204.4475298483683,25.5704322581841,soybean,East,56606.261092637644,3,47997.23892238896,owned
F0226,153.21400095477313,26.356824036109096,corn,North,39470.29581985617,3,114554.71697204308,owned
F0227,96.1127611035347,10.196611474090359,wheat,West,56352.23922867887,0,31294.578443029102,leased
F0228,114.2348145370016,1.0,rice,South,52402.31625634831,5,76611.89746865185,owned
F0229,183.97988744673378,23.060109518695377,wheat,Central,52564.587675470866,5,96742.5128523822,leased
F0230,113.48166841414317,9.522961393919967,rice,Central,50647.13105653373,2,83781.61764281314,owned
F0231,160.82292947909875,21.32500479330215,rice,North,93521.86420471928,2,84841.68674180309,leased
F0232,152.27859199519068,1.0,corn,East,72202.52487600138,1,52124.226519391275,owned
F0233,117.41998261970915,22.140778706394475,corn,East,55907.83513857265,0,59060.703762657315,owned
F0234,257.19720446626627,5.31062456575375,corn,North,33995.85446303566,5,103534.08552572169,leased
F0235,181.69595111590056,20.846112952532195,corn,Central,44153.35000487072,2,85115.7544218844,leased
F0236,48.74287066711965,15.114184542691472,rice,Central,82315.76302296677,5,68373.69456452987,leased
F0237,159.32271573847137,7.368484644826841,rice,East,38741.25074332992,3,92267.31967558389,leased
F0238,116.9106767615806,11.743709496585756,corn,South,46685.40733729069,1,57494.39521753472,owned
F0239,192.6216667398112,20.490547655653607,soybean,West,45571.93348771183,1,102151.3632654878,owned
F0240,331.1218892350949,15.847155624921873,cotton,South,57357.74554317032,4,93516.73722136675,owned
F0241,144.26317792665506,19.675303843779872,cotton,Central,41267.07045429138,5,73265.02580370982,mixed
F0242,175.24936394902286,30.811524676123884,corn,South,53537.160162965105,1,75132.0038273842,owned
F0243,193.2877597085061,2.486067106311589,corn,West,41713.66210696752,0,69745.29714511884,owned
F0244,89.9851796472112,27.937700599748993,wheat,South,76290.21399063464,1,109878.2606823154,owned
F0245,133.27493820795257,15.834847500185703,cotton,South,36274.44751132013,7,74440.13819989972,leased
F0246,126.25273444195219,7.8097276134149745,wheat,South,69552.89689576872,4,73505.39453849079,leased
F0247,117.3335383713144,4.3574909940880815,soybean,South,38297.28287352669,5,50890.672908123146,mixed
F0248,238.27271201405483,13.487036873783731,wheat,North,32925.07344238516,2,97684.74634154284,owned
F0249,170.2490855480478,22.373200895395676,wheat,Central,35984.14507020156,4,96282.65562350713,leased
F0250,86.95580228324775,13.979607036979726,corn,West,15771.285459304912,4,64230.72746299386,owned
F0251,195.8930973527388,27.08923944197878,cotton,Central,58771.96892768613,0,67395.29174232186,owned
F0252,256.10780985063167,3.390594479587529,wheat,North,26720.477809537915,3,76489.5723395428,owned
F0253,201.62326302755736,14.903288417231563,soybean,North,42841.60944814787,3,45391.23017328717,owned
F0254,74.03150170229932,4.9808524446950475,wheat,North,65232.43195197526,5,82211.20456713375,leased
F0255,377.3648890700623,17.909055060999744,wheat,North,64587.05359489269,3,30636.86485214607,mixed
F0256,213.34555745933113,22.095099120778404,corn,South,21366.821680054687,5,41615.91687712133,owned
F0257,114.61652671906097,11.633905650551574,corn,Central,56210.871598618745,4,64712.16784651502,mixed
F0258,516.5729142219343,1.0,wheat,East,72809.87964616512,0,61151.14737145922,owned
F0259,188.73170267146685,16.591585174371957,corn,West,37263.14179620272,2,93541.72779068176,owned
F0260,103.65347642109586,18.493908413868077,wheat,North,60271.466560036584,1,88489.9214306738,owned
F0261,147.02373219691,18.234358039693582,corn,Central,27134.407884109216,3,121298.72281927237,owned
F0262,5.0,24.886257534577233,cotton,North,57713.1390647398,5,82785.43456358605,owned
F0263,98.7806179332855,6.431570562807609,cotton,North,52625.42722659316,6,86183.89904693222,leased
F0264,137.371592430342,20.441728843603595,corn,North,63222.93911650905,2,45108.37195239675,leased
F0265,87.61084090175753,24.540060099823798,soybean,North,61982.92173777411,2,45170.69823055559,leased
F0266,231.62056519658177,1.0,cotton,North,22930.327808976952,6,81932.80021196662,owned
F0267,78.49293110196837,17.557214607351817,wheat,West,52731.06481488385,9,82451.35778780658,leased
F0268,383.99332699545243,10.966561351938628,rice,Central,79058.27288547743,3,88687.71098868418,leased
F0269,156.53702886430457,14.347818615186833,cotton,North,10000.0,0,118089.01842101889,mixed
F0270,222.06366445330576,17.78141186830669,wheat,North,69338.52227724131,3,46495.776906814535,owned
F0271,78.20689244102803,11.102171487091582,wheat,North,82034.10199258175,1,130697.35984795987,mixed
F0272,208.15818760774798,9.594335366707107,cotton,North,20307.289590303968,3,101136.25333094496,leased
F0273,150.51165305097936,15.273219339904196,corn,South,36586.01857705043,3,91188.21465521671,leased
F0274,100.92456744760246,6.302032489097579,wheat,South,60354.866439010635,2,42609.38314517744,owned
F0275,173.10517371316354,6.313398968918516,wheat,East,32277.497683727182,0,101724.11396829828,owned
F0276,159.9529847786735,20.43498626365203,corn,North,77291.58367290726,4,35484.96038367973,owned
F0277,119.98915614206027,5.809647718730751,soybean,East,71177.92531512142,3,10000.0,owned
F0278,460.4703127485028,20.330500007273695,soybean,West,22300.73520913763,2,84376.09861937769,owned
F0279,130.734320156912,18.70073034283161,cotton,East,35138.83800137974,1,76250.59371340767,mixed
F0280,155.6758672625624,1.1935461696752263,wheat,Central,65396.73643670043,3,113182.11322793236,owned
F0281,183.10653372605233,9.57948278131476,corn,South,64613.188054946564,0,82335.97357477326,owned
F0282,229.3008408072676,24.55287522437898,corn,South,94368.80070606078,4,57654.365519114814,owned
F0283,88.10922505865756,7.150675750882547,corn,North,32402.355891010367,4,63805.6983141257,owned
F0284,256.65166873281333,11.2847659015249,wheat,North,79184.35678943983,1,176480.60504063507,owned
F0285,52.39561002387491,18.696487146015173,cotton,West,31721.721104728607,3,53762.758216762915,owned
F0286,142.41074524822082,21.267124074260764,rice,West,60006.41864911743,3,95736.47552196293,owned
F0287,179.41586032422882,12.987688911644035,corn,Central,67846.84883118968,3,92065.99407165355,leased
F0288,164.04959338675164,10.219918442466867,soybean,North,10000.0,6,96435.82962701438,owned
F0289,356.59507202691094,26.378958893588063,wheat,North,68224.12596165565,5,93986.41792131546,leased
F0290,139.59388748213624,28.91119731038063,corn,West,77691.39382098772,5,71971.46834297618,mixed
F0291,125.34995326705837,22.830864406254364,soybean,West,71917.63506947484,3,39105.04068711273,owned
F0292,120.53176215278943,15.682545140520192,corn,West,91066.77620155354,2,84668.92659499486,leased
F0293,192.48010485105124,8.53387422687259,cotton,South,69303.5456701178,5,79615.38165270812,owned
F0294,167.85077429825236,8.356444747547478,soybean,East,39255.89797294971,5,83717.95756110824,owned
F0295,115.35452023696729,19.18011284212606,corn,East,74780.22268830556,6,96956.9584662965,owned
F0296,194.97999377166252,18.34718576710947,rice,North,38120.67438889169,1,67591.47257306728,owned
F0297,165.36497604383047,26.212788743571437,wheat,South,51648.358498919566,4,61391.27344377916,mixed
