application_id,farmer_id,subsidy_type,amount_requested,amount_approved,processing_official,processing_institution,application_date,processing_time_days,documents_submitted,inspection_conducted,is_fraudulent
APP0013_03,F0013,organic_certification,27501.348041845464,10211.881831108574,OFF044,INST014,2022-06-24,37.17335910243935,10,0,0
APP0013_04,F0013,crop_insurance,14638.814598715417,7040.046709810299,OFF005,INST000,2022-08-02,28.138286098288074,5,1,0
APP0014_00,F0014,conservation,22144.447413688293,15417.527181127867,OFF049,INST001,2023-11-24,26.420744572340922,4,0,0
APP0015_00,F0015,land_improvement,23141.66611946401,9768.635093600442,OFF021,INST006,2022-11-18,24.852599001886333,7,1,0
APP0016_00,F0016,conservation,21908.71484736079,7248.610807708525,OFF032,INST006,2022-02-04,20.22075331716683,8,0,0
APP0016_01,F0016,conservation,26472.603182964092,23089.66404031647,OFF045,INST008,2023-08-04,48.327755730620055,3,1,0
APP0017_00,F0017,conservation,5365.528539683921,2670.420476282572,OFF021,INST000,2022-03-30,36.34619940486529,8,1,0
APP0017_01,F0017,disaster_relief,15516.713281728467,8564.432809019607,OFF021,INST003,2023-06-16,32.06652441083172,10,1,0
APP0017_02,F0017,equipment_purchase,1000.0,463.483171622517,OFF009,INST012,2022-01-15,34.36193710844635,11,1,0
APP0017_03,F0017,organic_certification,1000.0,495.1206542164975,OFF025,INST003,2022-07-24,19.330501551754512,6,1,0
APP0018_00,F0018,equipment_purchase,15874.817936873143,13944.905907491744,OFF010,INST005,2022-12-18,23.112157803668573,7,1,0
APP0018_01,F0018,disaster_relief,9341.400291134469,3877.337239969303,OFF004,INST002,2023-03-10,29.380592080432887,8,1,0
APP0018_02,F0018,conservation,26381.90774042656,15748.922095997877,OFF009,INST011,2023-10-04,45.6158970741496,10,1,0
APP0019_00,F0019,disaster_relief,25536.469423738916,17438.440576856785,OFF003,INST001,2023-08-22,27.273986327195715,5,0,0
APP0019_01,F0019,crop_insurance,9487.018276299026,4123.321093565397,OFF048,INST007,2023-08-17,20.525850088101237,7,1,0
APP0019_02,F0019,land_improvement,19884.375493045503,14503.258464185776,OFF020,INST007,2022-02-05,30.693735930982523,11,0,0
APP0019_03,F0019,land_improvement,12594.09072373308,8935.32314108457,OFF003,INST009,2023-10-28,25.896396847334646,10,1,0
APP0020_00,F0020,land_improvement,19735.295249956707,17225.93362266781,OFF001,INST001,2023-01-05,29.71270364397988,7,1,0
APP0021_00,F0021,land_improvement,1000.0,576.2194264214947,OFF044,INST015,2022-04-28,38.48492565847762,7,1,0
APP0021_01,F0021,land_improvement,15496.466117643171,8225.810883701326,OFF032,INST018,2023-11-02,39.723698150511126,10,1,0
APP0021_02,F0021,disaster_relief,22922.392981216028,11842.92109465772,OFF038,INST010,2022-09-12,33.73550079816797,10,0,0
APP0022_00,F0022,disaster_relief,19939.718564057177,10340.562987052404,OFF002,INST009,2022-09-15,47.6439051348447,11,0,0
APP0022_01,F0022,organic_certification,17150.717788467584,5532.586906212478,OFF010,INST018,2022-12-09,26.090653032926454,3,1,0
APP0022_02,F0022,crop_insurance,8455.981997441471,3735.2803366429225,OFF002,INST013,2023-01-23,46.40677895291165,3,1,0
APP0022_03,F0022,conservation,13857.415616324672,5155.300770997829,OFF006,INST013,2023-08-29,33.88509238884976,10,1,0
APP0022_04,F0022,organic_certification,5957.378407579998,4934.877840793776,OFF025,INST005,2023-03-14,47.52542233937227,5,1,0
APP0023_00,F0023,disaster_relief,7851.5081188299355,2620.281376462443,OFF018,INST007,2023-01-09,16.896936756242745,6,1,0
APP0023_01,F0023,organic_certification,2476.2147014867314,1285.4543554457382,OFF005,INST004,2023-07-24,42.976981367399745,10,1,0
APP0023_02,F0023,land_improvement,14747.40909874533,12445.094069017205,OFF037,INST004,2023-04-11,18.18235199117746,8,1,1
APP0024_00,F0024,land_improvement,12294.506264140251,8450.7011247513,OFF041,INST019,2022-08-27,21.359622442849982,4,1,0
APP0025_00,F0025,land_improvement,22631.87047845032,11220.969788341677,OFF049,INST007,2022-02-24,27.341989039749834,11,1,0
APP0025_01,F0025,conservation,26577.166622962137,8237.818319133637,OFF016,INST002,2023-09-18,37.70652501602657,4,1,0
APP0025_02,F0025,equipment_purchase,25761.067054781997,21544.031286921127,OFF004,INST008,2023-11-17,34.29046790351812,7,1,0
APP0025_03,F0025,land_improvement,18938.58451129873,12913.57603360747,OFF024,INST017,2023-06-10,66.09788802873314,6,1,0
APP0025_04,F0025,land_improvement,18561.02046002617,5583.6673002453035,OFF007,INST006,2022-12-17,22.54645857117268,11,1,0
APP0026_00,F0026,conservation,22167.476842946584,15690.259314499255,OFF008,INST009,2022-12-04,58.656357605608875,9,1,0
APP0026_01,F0026,land_improvement,18105.344267471537,7782.134790437631,OFF037,INST018,2022-05-29,60.75594976667264,4,1,0
APP0027_00,F0027,equipment_purchase,7516.821920141652,6601.059847295404,OFF024,INST006,2022-01-31,42.608515466875076,5,1,0
APP0027_01,F0027,equipment_purchase,13784.336835537346,7814.530339799568,OFF014,INST019,2023-08-26,35.08162235849413,8,1,0
APP0027_02,F0027,organic_certification,11572.572521955386,5021.485826831245,OFF003,INST015,2023-03-10,10.753718454353361,7,0,0
APP0027_03,F0027,equipment_purchase,17481.665089961305,5561.779732152463,OFF046,INST008,2022-01-07,28.14276986106595,5,0,0
APP0027_04,F0027,land_improvement,33063.261590415874,11084.020353173133,OFF017,INST007,2022-08-29,63.71035363274391,11,1,0
APP0027_05,F0027,land_improvement,14142.36230321481,4721.543705772142,OFF019,INST001,2022-11-28,36.474127843148956,7,1,0
APP0027_06,F0027,land_improvement,1000.0,318.89378393781504,OFF038,INST000,2022-04-05,40.537545285950365,4,1,0
APP0027_07,F0027,crop_insurance,11872.004467810892,7468.5419022654405,OFF028,INST001,2023-11-23,23.57771620368128,9,0,0
APP0028_00,F0028,land_improvement,10984.6919748907,8875.26156017568,OFF031,INST007,2023-05-15,19.786232890179516,11,0,0
APP0028_01,F0028,crop_insurance,1000.0,507.6322063108456,OFF013,INST017,2022-09-01,41.10175982521681,10,0,0
APP0028_02,F0028,conservation,5423.559961388715,2761.913052409413,OFF014,INST004,2022-05-29,70.60031911463253,9,1,0
APP0029_00,F0029,organic_certification,2253.364742568361,816.6921267962633,OFF005,INST011,2023-03-18,38.85997789680995,10,1,0
APP0030_00,F0030,organic_certification,15446.645547371547,4644.97517052732,OFF049,INST008,2023-11-13,41.00501667868549,3,1,0
APP0030_01,F0030,equipment_purchase,14309.734784827051,12464.538866218896,OFF004,INST003,2023-05-10,26.902261893386004,5,1,0
APP0030_02,F0030,disaster_relief,12407.422529585745,7129.548616597385,OFF004,INST005,2022-12-07,6.88450396349306,10,0,0
APP0031_00,F0031,organic_certification,19722.07612298121,14642.33084573367,OFF045,INST015,2022-07-06,52.120364044182026,8,1,0
APP0031_01,F0031,land_improvement,11289.621842800965,9267.942423691004,OFF039,INST009,2023-08-27,36.0754440666629,7,1,0
APP0032_00,F0032,conservation,24023.778474334373,8821.029769280867,OFF026,INST009,2022-02-25,18.32682209411542,5,1,0
APP0032_01,F0032,organic_certification,24317.504759888296,11127.058341416077,OFF004,INST000,2023-03-10,34.09371172849884,3,1,0
APP0032_02,F0032,conservation,19777.93672601505,11890.260798404517,OFF012,INST003,2022-08-03,54.80085174690992,4,0,0
APP0033_00,F0033,land_improvement,8976.564403104745,4294.667324067402,OFF005,INST006,2023-11-13,36.838841984805725,8,0,0
APP0033_01,F0033,land_improvement,5910.6061077959075,1962.0995324943033,OFF007,INST014,2022-11-28,27.06988505312111,10,1,0
APP0033_02,F0033,land_improvement,26391.547046112064,22055.86178009849,OFF014,INST015,2023-02-04,36.72980357177413,11,1,0
APP0033_03,F0033,organic_certification,7954.555450400477,3578.7940621674215,OFF030,INST015,2022-03-16,39.36580341297217,4,1,0
APP0033_04,F0033,land_improvement,13860.909373205077,4763.555176002013,OFF048,INST003,2022-02-09,24.65617535689912,4,1,0
APP0034_00,F0034,crop_insurance,8858.260373079456,4902.166998971587,OFF048,INST006,2022-04-30,28.156353997223484,5,1,0
APP0034_01,F0034,land_improvement,14401.313874613616,11271.046938190117,OFF035,INST000,2022-08-23,16.28307012793167,8,0,0
APP0035_00,F0035,organic_certification,24602.993538152907,9867.495758594117,OFF013,INST007,2023-11-13,21.681556352811135,4,1,0
APP0036_00,F0036,conservation,54546.7136614853,48403.589613509015,OFF047,INST015,2023-03-07,31.586729784758493,3,0,1
APP0036_01,F0036,equipment_purchase,17768.536777017074,7308.463509893673,OFF009,INST014,2023-06-02,32.3132637883439,10,1,0
APP0037_00,F0037,conservation,6933.094707602553,5483.180809942971,OFF035,INST009,2023-05-14,51.903422696084434,9,1,0
APP0038_00,F0038,conservation,15177.519508853502,13729.100265334127,OFF014,INST001,2023-09-19,50.44958701407417,3,1,1
APP0038_01,F0038,organic_certification,15186.938404684764,9826.315592135037,OFF011,INST004,2023-08-13,60.27472356458826,10,0,0
APP0039_00,F0039,organic_certification,26327.285123941416,19706.74010397179,OFF002,INST008,2023-11-17,45.01597263856145,9,1,0
APP0039_01,F0039,equipment_purchase,35168.16558368962,30379.03722680327,OFF041,INST007,2023-07-30,26.745611871987677,5,1,0
APP0040_00,F0040,disaster_relief,15999.021267660532,5815.31398166783,OFF033,INST019,2022-09-16,36.119663173778406,11,1,0
APP0040_01,F0040,conservation,16124.451225653997,13017.787740873982,OFF016,INST005,2023-06-24,35.144744510494775,3,1,0
APP0041_00,F0041,disaster_relief,17512.72824960427,10236.841170537711,OFF038,INST014,2023-03-09,27.27109104705472,5,0,0
APP0041_01,F0041,crop_insurance,21101.824362997177,14439.979200677286,OFF028,INST000,2022-07-25,51.29330189471828,4,1,0
APP0041_02,F0041,land_improvement,14361.08356202245,11656.395034648736,OFF039,INST003,2023-07-01,36.58243506459774,4,1,0
APP0041_03,F0041,land_improvement,4852.222804364799,2406.65971379205,OFF016,INST005,2023-09-26,26.239914808727722,4,1,0
APP0042_00,F0042,conservation,9583.316612386696,7874.788590854072,OFF017,INST011,2023-07-24,7.250131069241171,7,1,0
APP0042_01,F0042,conservation,9297.776921379249,6311.801093920696,OFF046,INST011,2022-02-27,30.098219499549515,11,0,0
APP0043_00,F0043,disaster_relief,2500.0,2139.505278165034,OFF027,INST015,2023-03-06,19.194997045082165,3,0,1
APP0043_01,F0043,conservation,6020.1518662053695,5128.421373011039,OFF036,INST005,2023-12-04,7.930222315597309,4,0,0
APP0043_02,F0043,organic_certification,16152.093653355412,5406.117715799275,OFF034,INST008,2022-02-13,36.512130360139764,11,0,0
APP0044_00,F0044,equipment_purchase,10785.233328786986,7057.066086051614,OFF037,INST011,2023-06-15,45.96361942760289,5,1,0
APP0044_01,F0044,land_improvement,7757.883684257253,2405.8783806879464,OFF004,INST002,2023-10-21,46.921876960938434,3,1,0
APP0044_02,F0044,crop_insurance,13857.800374634455,4836.453955248043,OFF047,INST010,2022-09-30,9.834892917826625,7,0,0
APP0044_03,F0044,equipment_purchase,14538.634342523566,5235.394347701652,OFF032,INST005,2023-03-23,32.628784611223494,9,0,0
APP0044_04,F0044,crop_insurance,12465.2542471075,10427.92177186192,OFF024,INST016,2023-03-21,22.491907371250978,8,1,0
APP0044_05,F0044,equipment_purchase,19992.128843467464,12699.43341803484,OFF039,INST010,2022-09-20,17.645569803372403,8,1,0
APP0045_00,F0045,conservation,30423.59344193666,13873.364105414548,OFF013,INST007,2022-01-24,30.001078005882945,8,1,0
APP0045_01,F0045,crop_insurance,14179.138504608603,7577.0662700337125,OFF013,INST008,2023-03-31,48.31203896610387,9,1,0
APP0045_02,F0045,equipment_purchase,12929.046757140019,10379.811661445376,OFF014,INST014,2022-02-07,9.163609437740803,11,1,0
APP0045_03,F0045,equipment_purchase,18301.662137787534,11750.927750692186,OFF015,INST014,2022-04-28,37.801576237172156,11,0,0
APP0045_04,F0045,land_improvement,59602.218076083824,48058.800937199085,OFF041,INST005,2023-05-30,37.90577533893918,4,0,1
APP0046_00,F0046,organic_certification,15529.890263548996,12777.007842632882,OFF030,INST016,2022-05-29,52.052478773248225,3,1,0
APP0046_01,F0046,organic_certification,14693.332222492183,9155.098209650248,OFF046,INST009,2023-07-03,23.456530050760342,5,1,0
APP0046_02,F0046,equipment_purchase,27827.311320394965,11623.92546035725,OFF042,INST019,2023-02-27,31.099660256822435,9,1,0
APP0046_03,F0046,equipment_purchase,15064.940798684254,10984.211481756181,OFF017,INST017,2023-03-14,22.293380466464924,10,1,0
APP0046_04,F0046,land_improvement,15420.977040138088,9566.171914053364,OFF016,INST009,2022-05-20,32.40216247373061,7,1,0
APP0047_00,F0047,conservation,17660.96627824831,7304.642741149439,OFF038,INST005,2023-08-09,31.5260580875989,5,1,0
APP0047_01,F0047,disaster_relief,13729.693763438283,9474.214663298544,OFF042,INST018,2022-02-01,25.691881803209185,11,0,0
APP0047_02,F0047,crop_insurance,9405.449013946625,6441.253090655909,OFF038,INST004,2022-11-29,12.032193820111338,8,1,0
APP0047_03,F0047,disaster_relief,6440.313137159339,5621.319358043881,OFF018,INST004,2023-04-01,50.291997685435796,4,1,0
APP0048_00,F0048,disaster_relief,12684.133846497205,5816.418496665492,OFF017,INST014,2022-10-20,55.6616366654158,8,1,0
APP0048_01,F0048,organic_certification,8742.131858845496,5498.984173470286,OFF030,INST003,2023-12-03,34.214880160491006,3,1,0
APP0049_00,F0049,organic_certification,13227.172878538804,6515.916804568231,OFF009,INST012,2023-05-24,55.96222789567114,5,0,0
APP0049_01,F0049,conservation,22979.55327739117,11005.098345549311,OFF042,INST009,2022-03-30,35.806836279318816,9,1,0
APP0049_02,F0049,land_improvement,25761.459130320407,15544.073209108152,OFF040,INST008,2022-07-07,12.817720261500508,5,1,0
APP0050_00,F0050,organic_certification,30745.59305883364,22410.9473526849,OFF024,INST006,2022-12-03,37.741440644443955,4,1,0
APP0050_01,F0050,disaster_relief,10025.87449928934,6646.034061039405,OFF004,INST004,2023-08-26,28.565804648821196,7,1,0
APP0050_02,F0050,organic_certification,17744.388245552345,6572.543224119706,OFF005,INST017,2022-06-27,36.992206957424315,10,1,0
APP0050_03,F0050,equipment_purchase,12480.470721738315,10651.159720644397,OFF008,INST016,2023-01-12,38.319764088197374,3,0,0
APP0050_04,F0050,conservation,24936.800920326845,18085.325833388157,OFF047,INST015,2022-03-15,21.248420269874543,6,1,0
APP0051_00,F0051,land_improvement,17086.478815308783,11065.134647214518,OFF018,INST001,2023-12-07,20.7614377576543,11,0,0
APP0051_01,F0051,equipment_purchase,27520.82724459395,10637.924134302975,OFF022,INST015,2022-06-21,37.50499810980938,8,1,0
APP0052_00,F0052,conservation,12472.951961204959,4751.3612542491155,OFF037,INST018,2022-05-11,27.86179143207888,3,0,0
APP0053_00,F0053,crop_insurance,12398.960013340564,5902.849328289386,OFF042,INST006,2023-09-25,26.013189946502607,3,0,0
APP0053_01,F0053,equipment_purchase,9760.402369570951,8333.98826371347,OFF002,INST017,2023-05-19,33.06648164806995,10,1,0
APP0054_00,F0054,crop_insurance,20202.489579970745,7842.286784791314,OFF041,INST001,2023-03-04,42.87688263958546,6,1,0
APP0054_01,F0054,crop_insurance,6742.9001098427725,4671.481566342589,OFF029,INST009,2022-04-13,52.15544045828594,4,1,0
APP0054_02,F0054,conservation,16644.15258306971,11433.295340165194,OFF004,INST005,2023-11-25,23.18247448734615,9,0,0
APP0055_00,F0055,equipment_purchase,1000.0,355.1678595965801,OFF038,INST016,2023-11-10,37.313370077480464,11,1,0
APP0055_01,F0055,conservation,22050.786681944,15973.625418742864,OFF022,INST013,2022-01-30,37.00407078844686,8,0,0
APP0056_00,F0056,crop_insurance,24128.730633812054,14132.9180977633,OFF008,INST014,2022-04-05,38.53417527724403,5,1,0
APP0057_00,F0057,land_improvement,9917.54772505437,5955.026926478148,OFF028,INST000,2022-04-28,15.547514092259227,6,1,0
APP0057_01,F0057,equipment_purchase,20975.064549329913,6361.62181238632,OFF030,INST015,2022-10-19,39.76722466957978,3,1,0
APP0058_00,F0058,land_improvement,3143.0530365278955,2634.126244348558,OFF041,INST012,2023-10-03,15.944329722123562,7,0,0
APP0058_01,F0058,organic_certification,15891.625577722178,10587.350745279928,OFF027,INST016,2022-09-19,73.13684826141993,4,1,0
APP0058_02,F0058,organic_certification,8464.90885240225,5609.837258104103,OFF008,INST011,2023-10-01,37.81592634476404,5,0,0
APP0058_03,F0058,organic_certification,24547.747428377665,13095.489127252722,OFF004,INST010,2022-08-14,16.39299525356467,5,0,0
APP0059_00,F0059,land_improvement,15024.741613401482,10833.72353726167,OFF024,INST004,2022-07-23,37.9459485603544,3,1,0
APP0060_00,F0060,crop_insurance,4583.152888321783,3665.6814114609247,OFF031,INST004,2023-12-17,14.88309435219566,3,0,0
APP0061_00,F0061,equipment_purchase,19696.90758924513,11759.125468611497,OFF000,INST009,2023-12-03,13.357044644161224,6,1,0
APP0061_01,F0061,equipment_purchase,29973.7169945267,18795.016407652503,OFF027,INST001,2023-09-11,35.31885417907024,7,0,0
APP0061_02,F0061,conservation,29863.473162891547,12692.346531412817,OFF038,INST008,2022-11-14,22.920308433039416,8,1,0
APP0061_03,F0061,organic_certification,16009.95299937976,8195.844900419275,OFF039,INST007,2023-05-23,15.231774581076039,6,1,0
APP0061_04,F0061,land_improvement,20997.160186655172,12197.176842917273,OFF019,INST014,2022-09-15,22.834884818290313,10,1,0
APP0062_00,F0062,crop_insurance,27723.853008582868,19317.00656026809,OFF027,INST008,2022-12-15,23.04564218085002,4,1,0
APP0062_01,F0062,crop_insurance,13712.520461479648,11779.685032623827,OFF013,INST012,2022-02-07,25.1155015172832,7,0,0
APP0063_00,F0063,land_improvement,9793.19758881498,3743.427506509241,OFF036,INST007,2022-01-25,12.678527252400517,9,1,0
APP0063_01,F0063,crop_insurance,13237.31179251426,8172.98211276903,OFF002,INST014,2023-11-21,33.906336916860745,10,0,0
APP0063_02,F0063,equipment_purchase,13278.39311345321,8851.07919298188,OFF034,INST012,2023-11-28,8.4540688628229,9,1,0
APP0063_03,F0063,crop_insurance,15477.955047960651,12309.5966241829,OFF043,INST011,2023-01-06,27.07650209330548,10,1,0
APP0064_00,F0064,equipment_purchase,7039.383211208926,5674.772812587503,OFF042,INST004,2023-08-25,29.66711959334628,4,1,0
APP0065_00,F0065,organic_certification,2500.0,2330.343951099064,OFF049,INST004,2022-06-30,31.142886321730835,4,0,1
APP0065_01,F0065,conservation,17619.78281801263,7343.5144605031865,OFF043,INST017,2022-11-02,36.71130012308531,6,1,0
APP0066_00,F0066,organic_certification,8945.510994539221,6869.1423750054555,OFF040,INST017,2022-07-07,34.91375208266245,7,1,0
APP0066_01,F0066,land_improvement,17259.02200959612,11168.829692148545,OFF039,INST005,2022-09-24,16.255604294931594,11,1,0
APP0067_00,F0067,conservation,17701.058127926146,15520.293792243976,OFF029,INST010,2022-05-04,60.70968694484793,11,1,0
APP0067_01,F0067,conservation,14232.807382732779,12410.008964382334,OFF046,INST000,2022-04-08,17.69651289008697,11,1,0
APP0068_00,F0068,conservation,19438.86074850408,12265.882349823478,OFF016,INST017,2022-03-28,41.78874130355646,4,0,0
APP0069_00,F0069,land_improvement,16039.036334143642,13890.069623498714,OFF013,INST007,2023-02-19,41.09793987561714,5,1,0
APP0069_01,F0069,equipment_purchase,10462.11701653703,3300.177021766107,OFF031,INST011,2023-11-23,38.180392746626936,6,1,0
APP0070_00,F0070,crop_insurance,21758.90323020152,18479.896690561334,OFF032,INST005,2022-09-22,32.20517626299235,6,0,0
APP0070_01,F0070,disaster_relief,16760.95356399543,14728.42883757828,OFF026,INST008,2023-09-29,8.48189296529371,3,1,0
APP0070_02,F0070,equipment_purchase,16509.551105687107,14651.32599160782,OFF003,INST019,2023-02-07,29.096742211706577,7,1,0
APP0070_03,F0070,organic_certification,9934.9423221568,7618.0993844682835,OFF045,INST017,2023-08-28,32.96146712352354,11,1,0
APP0071_00,F0071,disaster_relief,6965.810723261013,2844.8121693544877,OFF014,INST012,2023-01-05,11.933817111919389,8,1,0
APP0071_01,F0071,crop_insurance,26597.756682889827,23533.552580430307,OFF028,INST004,2022-12-29,29.811168320281396,5,1,0
APP0071_02,F0071,land_improvement,3364.5291474731002,1873.279442823888,OFF006,INST011,2023-08-13,42.041676709590305,8,1,0
APP0071_03,F0071,equipment_purchase,9832.715529339841,5729.910579751842,OFF024,INST003,2023-02-06,9.7467285463187,7,1,0
APP0072_00,F0072,disaster_relief,23344.340214691056,7215.166136071828,OFF039,INST011,2023-06-05,38.93747796765821,6,0,0
APP0072_01,F0072,organic_certification,18080.194990766304,9148.520032622346,OFF032,INST014,2022-03-29,23.167371806414927,3,1,0
APP0072_02,F0072,land_improvement,1000.0,454.2870116804135,OFF047,INST017,2022-08-01,17.264080558106375,10,1,0
APP0073_00,F0073,conservation,38615.04982796619,22006.28069568603,OFF031,INST005,2023-06-09,37.37251619408324,3,0,0
APP0073_01,F0073,crop_insurance,23090.363583783357,10656.45499808047,OFF011,INST003,2022-03-24,41.20027284142019,3,1,0
APP0074_00,F0074,disaster_relief,20707.9276403161,11769.743108106175,OFF032,INST014,2023-07-22,58.783471268300076,3,0,0
APP0074_01,F0074,land_improvement,17947.229000242627,6973.208777437066,OFF004,INST002,2022-11-05,13.72099412404459,7,1,0
APP0074_02,F0074,crop_insurance,17243.456880491583,15022.779274056587,OFF034,INST017,2022-09-24,38.7528109780812,5,1,0
APP0074_03,F0074,land_improvement,18755.118663089477,13100.036919621807,OFF008,INST002,2023-03-15,35.62913382283104,11,1,0
APP0074_04,F0074,conservation,15606.763200291318,13937.963237584274,OFF043,INST000,2023-09-04,17.356222268784833,9,1,0
APP0075_00,F0075,land_improvement,11277.745729993427,3415.923278705302,OFF039,INST015,2022-10-04,47.958180526558166,5,1,0
APP0075_01,F0075,organic_certification,11317.452505666597,9070.793731712509,OFF032,INST013,2022-01-14,15.097442705648708,11,0,0
APP0075_02,F0075,land_improvement,18877.573468576134,6617.770509557336,OFF046,INST015,2023-04-02,14.206964762132934,10,0,0
APP0075_03,F0075,crop_insurance,22110.710556319937,16899.353690518863,OFF042,INST001,2022-04-08,43.53737483336771,8,0,0
APP0076_00,F0076,crop_insurance,17786.289981334547,15180.29265171751,OFF022,INST014,2023-02-01,34.249853888035,7,1,0
APP0076_01,F0076,organic_certification,18424.115806127193,7082.369237864781,OFF037,INST004,2022-06-12,5.418095743802521,6,1,0
APP0076_02,F0076,disaster_relief,12248.73206255212,10701.564818074237,OFF017,INST009,2022-11-08,35.98857264377235,7,1,0
APP0076_03,F0076,land_improvement,7330.3701668513295,4117.888825311731,OFF045,INST009,2023-05-26,57.31450837899346,8,0,0
APP0076_04,F0076,organic_certification,11161.410774145672,5653.529686806686,OFF009,INST008,2022-01-22,51.07106713892277,9,0,0
APP0077_00,F0077,land_improvement,28191.68750201366,21917.89658468622,OFF029,INST017,2023-09-08,33.12500166498252,6,1,0
APP0077_01,F0077,land_improvement,5229.195783266694,4245.308149078248,OFF005,INST007,2023-01-12,44.48928759553843,3,1,0
